Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved,LoanDate
42,32337.0,23350.0,834,0,Female,PhD,New York,Unemployed,0,2024-06-26
31,53394.0,8905.0,387,27,Male,High School,Houston,Self-Employed,0,2021-05-24
28,52068.0,30468.0,552,9,Female,High School,New York,Salaried,0,2023-12-29
52,79349.0,9897.0,657,6,Male,PhD,San Francisco,Self-Employed,1,2022-01-02
58,61861.0,18573.0,357,38,Female,PhD,San Francisco,Unemployed,0,2024-04-07
31,54584.0,12948.0,698,2,Male,High School,Chicago,Self-Employed,1,2026-04-25
47,63576.0,20261.0,820,6,Female,PhD,Chicago,Salaried,1,2024-07-19
58,47984.0,20212.0,824,8,Male,Bachelors,New York,Self-Employed,1,2022-04-03
21,48869.0,23558.0,716,39,Male,High School,Chicago,Self-Employed,1,2021-10-14
21,74884.0,7790.0,692,34,Female,Bachelors,San Francisco,Self-Employed,1,2024-04-25
45,25466.0,13890.0,579,25,Male,High School,Houston,Unemployed,0,2022-03-18
25,64519.0,27764.0,628,4,Male,Bachelors,Houston,Unemployed,0,2019-07-26
19,48338.0,25268.0,671,12,Female,Masters,New York,Unemployed,1,2023-08-15
58,45628.0,4.0,810,29,Female,Bachelors,Chicago,Unemployed,0,2019-10-29
63,41707.0,23018.0,452,39,Female,Unknown,New York,Salaried,0,2026-04-18
39,52305.0,11740.0,779,38,Female,Masters,Chicago,Unemployed,0,2021-10-02
58,49347.0,15265.0,319,9,Male,High School,Houston,Unemployed,1,2022-09-18
33,43779.0,18181.0,527,22,Female,Bachelors,Chicago,Salaried,0,2019-04-18
46,39460.0,32459.0,645,10,Female,High School,Chicago,Unemployed,0,2025-12-21
66,21420.0,11658.0,318,11,Female,Masters,New York,Self-Employed,0,2021-03-21
65,39143.0,8769.0,743,12,Male,PhD,Houston,Unemployed,0,2019-06-15
47,42316.0,23603.0,667,39,Male,PhD,Chicago,Salaried,1,2026-04-14
29,52268.0,19776.0,446,15,Male,PhD,Houston,Self-Employed,0,2019-01-01
52,49488.0,29656.0,803,8,Male,High School,Chicago,Salaried,1,2020-09-06
28,40761.0,17177.0,729,9,Female,PhD,Houston,Self-Employed,0,2019-07-29
63,34644.0,29687.0,739,28,Male,PhD,Chicago,Self-Employed,0,2020-02-12
67,39283.0,20130.0,497,8,Male,High School,San Francisco,Self-Employed,0,2022-08-27
38,52300.0,24233.0,586,32,Female,High School,Houston,Salaried,0,2025-10-19
38,58830.0,32992.0,668,23,Female,Masters,San Francisco,Self-Employed,1,2019-09-29
22,60925.0,18662.0,539,34,Male,PhD,San Francisco,Self-Employed,0,2022-04-29
65,62416.0,28357.0,586,10,Female,Masters,San Francisco,Self-Employed,0,2023-03-05
37,64538.0,15091.0,694,38,Male,Bachelors,Chicago,Self-Employed,1,2025-01-20
54,45817.0,21820.0,817,12,Male,Bachelors,Houston,Self-Employed,1,2021-03-02
20,80797.0,8443.0,359,22,Male,Bachelors,Chicago,Unemployed,0,2023-12-17
61,44678.0,15965.0,844,24,Female,Bachelors,Chicago,Salaried,1,2020-04-11
50,49488.0,11536.0,602,15,Female,High School,Houston,Self-Employed,1,2021-12-23
26,69437.0,29766.0,543,20,Male,Masters,New York,Self-Employed,0,2024-06-13
26,58496.0,33910.0,506,9,Male,Masters,Chicago,Self-Employed,0,2019-07-30
21,16387.0,17162.0,674,39,Female,High School,San Francisco,Self-Employed,0,2021-02-04
52,50085.0,13816.0,582,18,Male,Bachelors,Chicago,Self-Employed,0,2025-04-20
34,62929.0,9488.0,579,34,Female,Masters,New York,Unemployed,0,2021-11-09
51,29848.0,22116.0,321,27,Female,PhD,San Francisco,Unemployed,0,2021-07-23
41,61260.0,15182.0,648,1,Female,High School,Chicago,Self-Employed,1,2026-02-08
49,55852.0,15610.0,788,29,Female,High School,Houston,Self-Employed,1,2025-09-02
18,67759.0,33037.0,557,39,Male,PhD,San Francisco,Self-Employed,0,2021-07-10
25,39621.0,17629.0,579,39,Female,Bachelors,New York,Salaried,0,2020-03-09
62,64938.0,24693.0,326,4,Female,Bachelors,Chicago,Salaried,0,2023-01-08
40,52394.0,20424.0,326,37,Female,Masters,Houston,Unemployed,0,2018-09-13
64,76491.0,9158.0,696,14,Male,PhD,San Francisco,Unemployed,0,2025-03-30
57,91791.0,5241.0,444,35,Male,Masters,San Francisco,Salaried,0,2022-08-31
29,73075.0,23900.0,821,2,Male,Bachelors,Houston,Self-Employed,1,2024-09-22
29,57208.0,33633.0,420,23,Male,Masters,New York,Unemployed,0,2023-12-19
63,84815.0,22520.0,761,11,Male,PhD,San Francisco,Self-Employed,1,2021-01-27
64,59052.0,24993.0,681,7,Female,PhD,New York,Self-Employed,1,2025-03-26
32,36381.0,12762.0,717,13,Male,PhD,New York,Unemployed,0,2019-07-13
58,49411.0,28119.0,626,17,Male,Bachelors,Houston,Salaried,1,2022-05-23
36,61425.0,28020.0,690,19,Female,High School,San Francisco,Salaried,1,2021-10-10
43,62389.0,14430.0,596,22,Male,High School,Chicago,Salaried,0,2020-02-24
69,33121.0,24363.0,383,4,Male,High School,Houston,Self-Employed,0,2022-08-07
46,33597.0,5869.0,445,0,Female,Masters,Houston,Self-Employed,0,2026-03-29
39,44880.0,25791.0,470,1,Male,PhD,New York,Self-Employed,0,2025-03-12
57,58018.0,15421.0,633,15,Male,Bachelors,Chicago,Salaried,1,2020-12-10
38,59938.0,10183.0,723,4,Female,High School,Houston,Self-Employed,1,2023-10-03
68,52120.0,23221.0,608,21,Male,High School,New York,Unemployed,0,2019-04-29
55,37484.0,5826.0,579,0,Male,Masters,San Francisco,Self-Employed,0,2023-12-08
37,76054.0,22739.0,646,11,Female,Unknown,New York,Unemployed,0,2019-12-05
46,33919.0,10942.0,601,18,Male,High School,Chicago,Salaried,0,2023-02-08
68,69535.0,9230.0,646,21,Male,PhD,Chicago,Self-Employed,1,2018-07-06
21,61082.0,20479.0,707,16,Male,PhD,New York,Self-Employed,1,2023-12-18
24,69205.0,18620.0,432,12,Male,Masters,San Francisco,Salaried,0,2019-04-01
45,43334.0,31654.0,405,38,Male,Masters,Chicago,Self-Employed,0,2023-11-27
45,47860.0,9722.0,470,27,Female,PhD,Chicago,Unemployed,0,2023-11-10
21,50826.0,31000.0,549,2,Male,Masters,San Francisco,Salaried,0,2022-04-20
39,42854.0,10899.0,843,4,Female,Masters,Houston,Unemployed,0,2021-11-28
29,53379.0,27356.0,561,35,Male,PhD,Chicago,Salaried,0,2021-07-31
62,73686.0,28849.0,793,14,Male,PhD,New York,Unemployed,0,2019-01-21
20,30547.0,22572.0,543,16,Female,Bachelors,San Francisco,Unemployed,0,2022-12-29
39,49488.0,13672.0,750,28,Female,Masters,Chicago,Unemployed,0,2023-10-03
61,38514.0,7816.0,589,3,Female,Masters,Houston,Self-Employed,1,2024-11-26
19,48584.0,4386.0,562,31,Male,Bachelors,Chicago,Self-Employed,0,2025-03-03
41,49488.0,34818.0,579,37,Male,Masters,Houston,Self-Employed,0,2023-08-04
51,61585.0,17625.0,384,3,Female,Masters,Chicago,Self-Employed,0,2021-04-11
44,50506.0,11163.0,714,12,Male,High School,Chicago,Self-Employed,1,2023-08-09
58,54543.0,10855.0,628,19,Male,High School,New York,Unemployed,0,2025-07-18
18,55977.0,21343.0,344,17,Male,High School,San Francisco,Self-Employed,0,2018-09-13
25,53681.0,16841.0,579,36,Male,Bachelors,San Francisco,Unemployed,0,2018-02-04
40,60550.0,4646.0,764,11,Male,Masters,New York,Salaried,1,2022-07-13
55,48165.0,26916.0,499,24,Female,Bachelors,San Francisco,Unemployed,0,2024-08-20
23,74696.0,22680.0,500,29,Male,Bachelors,San Francisco,Self-Employed,0,2018-06-02
39,88124.0,34719.0,628,14,Female,Masters,San Francisco,Salaried,1,2024-10-26
42,60593.0,29126.0,539,35,Male,PhD,Chicago,Self-Employed,0,2025-01-13
34,59369.0,31336.0,659,27,Male,Masters,Houston,Unemployed,0,2021-08-06
29,33485.0,29660.0,677,21,Male,PhD,Houston,Salaried,0,2023-07-14
23,52702.0,14109.0,684,37,Female,High School,San Francisco,Self-Employed,1,2023-01-27
43,39030.0,16539.0,764,15,Male,Masters,San Francisco,Salaried,0,2019-03-09
44,49488.0,23294.0,521,4,Male,Bachelors,San Francisco,Unemployed,0,2018-02-10
25,39105.0,11886.0,664,33,Female,High School,New York,Salaried,0,2024-03-29
36,44828.0,18058.0,371,37,Male,Bachelors,Chicago,Unemployed,1,2020-06-28
59,21920.0,28000.0,539,10,Male,PhD,San Francisco,Salaried,0,2020-01-22
18,32401.0,24142.0,803,1,Male,Masters,San Francisco,Unemployed,0,2024-03-05
46,55323.0,14666.0,713,24,Female,High School,Chicago,Unemployed,0,2022-07-16
62,36967.0,28182.0,426,24,Male,Masters,Houston,Unemployed,0,2025-06-22
66,65957.0,22423.0,786,0,Female,High School,San Francisco,Unemployed,0,2020-01-03
52,35692.0,22150.0,826,30,Female,High School,San Francisco,Self-Employed,0,2025-02-13
57,56799.0,15881.0,547,4,Male,High School,San Francisco,Unemployed,0,2025-11-01
31,38572.0,19948.0,781,39,Male,Masters,San Francisco,Self-Employed,0,2022-01-22
52,49488.0,13807.0,611,3,Male,High School,Chicago,Unemployed,0,2025-12-05
65,26978.0,4476.0,743,4,Male,High School,Chicago,Salaried,0,2018-07-27
62,43202.0,17762.0,582,4,Female,Masters,Chicago,Salaried,0,2018-10-11
37,37307.0,19023.0,301,15,Male,Unknown,Houston,Self-Employed,0,2024-03-03
66,63248.0,21098.0,373,17,Male,PhD,San Francisco,Salaried,0,2025-01-09
30,56934.0,29697.0,363,16,Male,Masters,Houston,Unemployed,1,2023-07-21
55,31511.0,14782.0,646,34,Female,Masters,Houston,Salaried,0,2018-07-16
66,46952.0,17058.0,623,17,Male,High School,Chicago,Self-Employed,1,2023-11-20
63,38415.0,26129.0,538,3,Male,Masters,San Francisco,Salaried,0,2018-11-29
66,64254.0,13980.0,696,30,Male,Masters,San Francisco,Self-Employed,1,2023-02-07
25,69073.0,21230.0,636,30,Male,PhD,Houston,Unemployed,0,2018-12-06
60,28375.0,16734.0,640,8,Male,Masters,New York,Unemployed,0,2024-01-25
37,62401.0,18051.0,578,30,Male,High School,New York,Salaried,0,2018-06-27
50,37651.0,26065.0,652,4,Male,PhD,San Francisco,Salaried,0,2024-01-21
43,46206.0,17012.0,762,35,Female,Masters,San Francisco,Salaried,1,2023-06-02
56,50484.0,26326.0,761,15,Female,High School,Houston,Unemployed,0,2020-04-01
38,77249.0,4381.0,592,15,Male,PhD,Houston,Salaried,0,2020-07-11
66,49488.0,8563.0,706,19,Male,Masters,Chicago,Unemployed,0,2019-07-02
59,62521.0,1454.0,461,29,Male,High School,Houston,Self-Employed,0,2021-02-17
60,32427.0,10674.0,802,25,Female,PhD,Houston,Salaried,0,2019-07-18
58,31391.0,34855.0,747,30,Male,High School,New York,Salaried,0,2025-06-22
26,50427.0,19860.0,754,14,Male,PhD,New York,Self-Employed,1,2018-12-18
41,50326.0,14230.0,564,37,Female,Masters,New York,Self-Employed,0,2024-10-14
54,7515.0,26262.0,431,37,Female,Bachelors,New York,Self-Employed,0,2024-09-30
66,67394.0,27392.0,579,19,Male,PhD,Houston,Self-Employed,0,2021-10-26
58,17913.0,10233.0,518,34,Male,Masters,San Francisco,Unemployed,0,2018-02-13
34,47811.0,39986.0,716,22,Female,PhD,New York,Salaried,1,2022-04-05
41,69914.0,22211.0,804,38,Female,Bachelors,Chicago,Unemployed,0,2023-02-05
38,49488.0,23219.0,599,24,Female,High School,Chicago,Unemployed,1,2020-06-06
68,44554.0,23978.0,408,21,Female,Bachelors,Houston,Self-Employed,0,2025-09-26
56,28506.0,23961.0,537,7,Male,Bachelors,Chicago,Salaried,0,2021-08-24
58,69358.0,15028.0,592,8,Male,Unknown,New York,Unemployed,0,2024-11-25
56,62977.0,36900.0,486,14,Female,Bachelors,San Francisco,Unemployed,0,2020-09-01
30,42665.0,17718.0,335,19,Male,Masters,San Francisco,Self-Employed,0,2023-06-25
28,40764.0,27660.0,555,34,Male,PhD,New York,Salaried,0,2022-03-08
63,39239.0,16201.0,734,36,Female,Bachelors,Chicago,Salaried,0,2024-10-26
36,44831.0,14782.0,307,2,Female,PhD,Houston,Salaried,0,2020-09-06
28,54741.0,35215.0,477,33,Female,PhD,San Francisco,Unemployed,0,2023-06-08
30,41510.0,19133.0,541,33,Male,High School,New York,Self-Employed,0,2024-09-24
63,43406.0,19727.0,340,35,Male,Bachelors,New York,Salaried,0,2019-12-22
62,59619.0,22269.0,656,34,Male,Unknown,Chicago,Unemployed,0,2018-09-02
18,49488.0,40814.0,412,8,Female,High School,Houston,Unemployed,0,2020-10-10
57,44361.0,37350.0,465,29,Male,PhD,Houston,Salaried,0,2019-07-25
61,24861.0,30270.0,803,25,Female,Masters,Chicago,Self-Employed,0,2024-11-05
36,51626.0,42829.0,377,11,Male,PhD,New York,Self-Employed,0,2021-12-19
29,20909.0,12443.0,495,23,Female,High School,Chicago,Salaried,0,2025-09-30
25,63350.0,25247.0,701,18,Male,Bachelors,Chicago,Unemployed,0,2026-03-05
25,30280.0,20607.0,363,15,Male,Masters,Chicago,Self-Employed,0,2021-12-22
62,23411.0,5847.0,724,25,Female,Masters,New York,Unemployed,0,2025-11-04
29,44546.0,23705.0,341,22,Female,Bachelors,San Francisco,Unemployed,0,2024-03-07
65,75667.0,16073.0,672,32,Male,Bachelors,New York,Self-Employed,1,2020-05-06
50,60668.0,32268.0,605,29,Male,Masters,San Francisco,Unemployed,0,2019-12-06
62,21165.0,16840.0,508,22,Female,High School,San Francisco,Unemployed,0,2024-11-21
43,29853.0,16385.0,766,9,Male,Unknown,Chicago,Salaried,0,2022-12-02
56,44066.0,32265.0,603,35,Male,Masters,Houston,Self-Employed,1,2024-02-21
45,83575.0,19476.0,691,30,Female,Masters,Chicago,Unemployed,0,2025-10-24
22,35916.0,29303.0,452,21,Female,High School,New York,Self-Employed,0,2025-04-21
25,36037.0,23395.0,661,37,Male,Bachelors,Houston,Self-Employed,0,2022-08-03
42,72911.0,23502.0,563,1,Female,Bachelors,Houston,Unemployed,0,2021-10-03
44,52924.0,18048.0,515,22,Male,Bachelors,New York,Self-Employed,0,2021-02-26
63,65795.0,24018.0,842,34,Male,High School,New York,Salaried,1,2018-05-18
40,39094.0,18948.0,823,36,Female,High School,Chicago,Salaried,0,2022-02-08
47,48475.0,13570.0,493,31,Male,Bachelors,New York,Unemployed,0,2021-11-26
62,69734.0,19166.0,326,11,Male,PhD,San Francisco,Self-Employed,1,2021-12-02
64,49488.0,30303.0,345,34,Male,PhD,San Francisco,Unemployed,0,2022-05-26
40,66846.0,24288.0,357,2,Male,Bachelors,Houston,Self-Employed,0,2022-08-24
66,55809.0,26148.0,312,33,Male,PhD,Chicago,Unemployed,0,2018-09-01
64,34406.0,20012.0,348,37,Female,PhD,Chicago,Unemployed,0,2018-02-21
37,49755.0,4498.0,393,23,Female,Bachelors,Houston,Self-Employed,0,2020-08-09
35,64721.0,10229.0,750,37,Male,Bachelors,New York,Salaried,1,2021-06-26
35,60041.0,17688.0,678,16,Male,High School,Chicago,Unemployed,0,2026-02-04
19,49396.0,10920.0,579,39,Female,Unknown,Houston,Salaried,0,2023-12-06
21,21624.0,15805.0,815,0,Male,PhD,Houston,Self-Employed,0,2023-12-17
47,23060.0,15516.0,523,7,Female,Bachelors,San Francisco,Unemployed,0,2022-02-11
50,26250.0,15757.0,680,14,Female,Masters,Houston,Self-Employed,0,2022-07-14
53,42343.0,31497.0,840,24,Female,Bachelors,New York,Salaried,1,2021-01-04
35,44343.0,19576.0,601,7,Male,High School,New York,Self-Employed,1,2024-07-11
54,27869.0,27477.0,579,31,Male,Masters,New York,Unemployed,1,2018-08-06
36,65338.0,21312.0,579,12,Male,Masters,New York,Salaried,0,2020-01-26
64,31043.0,31326.0,621,14,Male,Masters,Houston,Unemployed,0,2023-12-24
45,29442.0,28168.0,717,5,Female,High School,Chicago,Salaried,0,2025-10-26
57,51324.0,15268.0,641,32,Male,PhD,Houston,Self-Employed,1,2018-04-17
37,64609.0,35693.0,688,6,Male,Bachelors,Chicago,Self-Employed,1,2023-08-18
66,80823.0,16364.0,308,32,Male,High School,Chicago,Unemployed,0,2026-01-05
50,58738.0,21600.0,831,28,Female,High School,Chicago,Unemployed,0,2018-05-31
29,73697.0,23016.0,448,37,Male,Masters,San Francisco,Unemployed,0,2019-01-23
68,31819.0,23907.0,682,36,Female,Masters,New York,Salaried,0,2019-03-23
32,82396.0,26369.0,828,31,Male,High School,San Francisco,Salaried,1,2023-06-19
58,22078.0,13946.0,311,2,Male,PhD,Houston,Unemployed,0,2020-12-14
56,42442.0,25699.0,775,19,Male,Masters,San Francisco,Salaried,1,2025-02-09
19,58410.0,24649.0,352,13,Male,High School,Chicago,Salaried,0,2025-02-02
46,25922.0,20004.0,579,27,Male,Masters,Houston,Self-Employed,0,2018-09-19
58,36094.0,18482.0,505,37,Female,Bachelors,New York,Self-Employed,0,2019-07-07
27,33711.0,13535.0,353,3,Male,Bachelors,Chicago,Self-Employed,0,2024-05-19
19,45347.0,23843.0,789,14,Female,Bachelors,New York,Unemployed,0,2024-04-17
68,71324.0,14716.0,643,16,Male,Masters,San Francisco,Self-Employed,1,2024-08-07
28,50252.0,21903.0,468,36,Male,Masters,New York,Self-Employed,0,2025-10-26
30,43054.0,19189.0,460,23,Female,PhD,Houston,Salaried,0,2023-02-01
27,6735.0,9327.0,826,37,Male,Bachelors,Chicago,Self-Employed,0,2018-06-17
31,57001.0,12532.0,826,35,Female,PhD,New York,Salaried,1,2024-06-30
35,61850.0,23238.0,586,7,Female,High School,San Francisco,Self-Employed,0,2020-10-19
68,24500.0,15805.0,711,2,Male,High School,Houston,Unemployed,0,2024-03-02
26,48995.0,15533.0,821,29,Male,Bachelors,Chicago,Unemployed,0,2025-09-07
56,52895.0,13888.0,498,21,Male,PhD,San Francisco,Self-Employed,0,2025-01-01
45,64469.0,14160.0,460,32,Male,Masters,Chicago,Self-Employed,0,2020-08-24
20,39128.0,33141.0,688,24,Male,PhD,New York,Self-Employed,0,2026-01-18
37,36870.0,11040.0,579,29,Female,High School,San Francisco,Unemployed,0,2022-10-07
23,43153.0,31783.0,680,36,Female,PhD,San Francisco,Salaried,0,2022-06-08
44,69267.0,17354.0,423,2,Male,High School,New York,Salaried,0,2024-05-13
19,49488.0,14770.0,371,3,Male,High School,San Francisco,Self-Employed,0,2023-04-25
46,49680.0,23071.0,467,28,Female,PhD,San Francisco,Unemployed,0,2023-05-02
55,65297.0,20424.0,583,31,Female,Masters,San Francisco,Salaried,0,2020-10-16
20,14470.0,18420.0,793,22,Female,High School,New York,Self-Employed,0,2021-07-01
33,61875.0,21759.0,335,18,Male,PhD,New York,Unemployed,0,2025-08-24
47,33219.0,20298.0,474,14,Male,High School,Chicago,Unemployed,0,2020-10-14
57,76505.0,18275.0,498,15,Female,Bachelors,New York,Salaried,0,2022-04-12
19,34036.0,27485.0,415,22,Female,Masters,San Francisco,Unemployed,0,2024-03-08
34,37209.0,8424.0,614,39,Male,Bachelors,New York,Self-Employed,0,2019-12-14
58,58436.0,12683.0,519,36,Female,High School,San Francisco,Self-Employed,0,2019-08-19
29,59884.0,13694.0,579,0,Male,Masters,San Francisco,Salaried,0,2022-06-25
52,43305.0,11537.0,421,18,Female,PhD,San Francisco,Unemployed,0,2024-01-20
60,55571.0,20687.0,720,36,Male,PhD,New York,Salaried,1,2022-10-01
18,57431.0,24043.0,791,34,Female,Masters,San Francisco,Salaried,1,2020-12-05
62,55897.0,4300.0,588,29,Female,Bachelors,Chicago,Unemployed,0,2024-01-28
32,43932.0,16208.0,352,16,Female,Bachelors,Houston,Salaried,0,2020-09-02
43,57578.0,17427.0,504,38,Female,Masters,Houston,Unemployed,0,2024-10-13
54,71096.0,17713.0,647,25,Male,PhD,Chicago,Self-Employed,1,2025-06-19
38,31618.0,9719.0,350,12,Female,Masters,Houston,Salaried,0,2025-11-09
66,37399.0,17493.0,339,21,Male,Bachelors,Chicago,Unemployed,0,2023-07-17
48,50409.0,12711.0,549,22,Female,High School,New York,Unemployed,0,2019-06-26
42,49488.0,17325.0,517,32,Female,PhD,Houston,Unemployed,0,2018-10-10
40,22949.0,6243.0,478,26,Male,Masters,Chicago,Salaried,0,2023-05-27
41,66397.0,17380.0,482,34,Female,High School,Chicago,Self-Employed,0,2024-09-19
55,16568.0,14248.0,463,11,Female,Bachelors,San Francisco,Salaried,0,2024-06-05
45,43964.0,17900.0,676,8,Male,PhD,New York,Self-Employed,1,2018-05-11
38,61384.0,22406.0,796,33,Female,Masters,Chicago,Salaried,1,2024-10-07
60,54000.0,19642.0,760,13,Female,Bachelors,Houston,Salaried,1,2022-05-02
35,44191.0,26347.0,579,36,Female,Masters,San Francisco,Salaried,1,2020-02-26
53,33538.0,17114.0,336,2,Male,Unknown,San Francisco,Self-Employed,0,2024-05-22
52,55158.0,24951.0,618,20,Female,PhD,San Francisco,Unemployed,0,2020-05-17
62,35174.0,29000.0,711,6,Male,Bachelors,New York,Salaried,0,2021-09-05
26,49488.0,22190.0,655,32,Male,Bachelors,Chicago,Salaried,1,2021-07-14
55,52114.0,19834.0,528,34,Male,High School,New York,Self-Employed,0,2019-06-23
47,52265.0,23315.0,563,10,Male,Bachelors,Chicago,Salaried,0,2025-09-30
61,40395.0,22473.0,786,31,Female,Bachelors,San Francisco,Unemployed,0,2020-03-23
51,80525.0,28010.0,651,21,Female,PhD,Houston,Unemployed,0,2024-04-08
49,55373.0,26350.0,741,18,Male,High School,Houston,Self-Employed,1,2021-07-16
20,45819.0,26447.0,758,35,Female,PhD,New York,Self-Employed,0,2018-07-17
20,53964.0,20352.0,579,36,Female,Bachelors,San Francisco,Unemployed,0,2026-01-02
45,38383.0,22730.0,430,10,Female,High School,Chicago,Unemployed,0,2025-08-16
61,44205.0,22580.0,669,12,Female,PhD,New York,Unemployed,0,2024-03-10
32,85879.0,10341.0,735,27,Female,High School,San Francisco,Self-Employed,1,2022-04-08
58,38489.0,28551.0,523,14,Female,Bachelors,New York,Unemployed,0,2021-03-10
40,48833.0,6646.0,651,12,Male,Unknown,Houston,Unemployed,0,2019-07-29
57,43158.0,25697.0,784,32,Female,High School,San Francisco,Unemployed,0,2019-09-29
28,34405.0,22136.0,496,7,Male,High School,New York,Salaried,0,2026-03-29
65,56316.0,17726.0,408,31,Female,Bachelors,Chicago,Self-Employed,0,2023-05-10
49,50547.0,23130.0,519,36,Male,Bachelors,Houston,Self-Employed,0,2021-06-21
53,63665.0,23349.0,618,3,Female,High School,Chicago,Self-Employed,1,2019-09-13
50,62159.0,9538.0,381,17,Male,PhD,New York,Self-Employed,0,2023-03-03
41,63511.0,31329.0,836,22,Male,PhD,San Francisco,Salaried,1,2021-04-16
56,36227.0,20577.0,731,28,Female,Bachelors,Houston,Salaried,0,2018-07-26
51,59614.0,38518.0,307,1,Female,Masters,Chicago,Salaried,0,2021-05-03
45,59979.0,26318.0,448,12,Male,PhD,Chicago,Salaried,0,2026-01-15
54,49488.0,20395.0,397,15,Female,High School,San Francisco,Salaried,0,2020-01-30
24,45221.0,14480.0,579,7,Female,Masters,New York,Self-Employed,0,2018-08-07
21,28158.0,19113.0,666,18,Female,Bachelors,Chicago,Self-Employed,0,2020-07-03
54,60044.0,21199.0,761,31,Female,PhD,New York,Self-Employed,1,2018-09-14
18,59975.0,31723.0,713,2,Male,Masters,New York,Salaried,1,2020-07-01
18,71455.0,29813.0,579,31,Female,Bachelors,New York,Unemployed,0,2026-01-09
64,46568.0,23612.0,655,20,Female,Bachelors,San Francisco,Self-Employed,1,2024-03-03
37,56772.0,34154.0,310,24,Female,High School,New York,Self-Employed,0,2020-11-27
36,64816.0,3871.0,715,16,Female,PhD,Houston,Unemployed,1,2021-04-02
46,38692.0,23702.0,579,24,Male,Masters,San Francisco,Salaried,0,2022-06-02
27,36411.0,30045.0,849,32,Female,High School,Chicago,Unemployed,0,2021-07-27
35,39157.0,24380.0,421,30,Female,PhD,San Francisco,Unemployed,0,2019-04-28
45,44761.0,9338.0,364,35,Female,Masters,Chicago,Self-Employed,1,2021-02-10
52,36942.0,31116.0,601,22,Male,Bachelors,Houston,Self-Employed,0,2023-11-14
60,39803.0,26091.0,424,24,Female,Bachelors,New York,Salaried,0,2020-10-29
64,63214.0,22744.0,611,29,Male,PhD,New York,Unemployed,1,2025-09-18
48,48555.0,20707.0,490,12,Female,High School,New York,Salaried,0,2025-04-09
44,54600.0,35950.0,749,28,Female,Masters,New York,Unemployed,0,2026-04-27
28,41739.0,23556.0,458,15,Male,Masters,San Francisco,Self-Employed,0,2023-11-18
66,40755.0,18065.0,652,37,Male,Bachelors,Houston,Unemployed,0,2022-05-13
66,54283.0,13509.0,562,26,Female,PhD,Chicago,Salaried,0,2025-05-09
55,51891.0,26060.0,705,25,Female,High School,San Francisco,Unemployed,0,2025-03-05
22,61670.0,27890.0,316,10,Female,Bachelors,New York,Salaried,0,2025-11-20
25,69524.0,20452.0,559,36,Female,Bachelors,New York,Unemployed,0,2022-09-08
51,39629.0,15538.0,654,2,Female,High School,New York,Self-Employed,0,2025-11-18
65,62918.0,30640.0,788,25,Male,Masters,Chicago,Self-Employed,1,2018-09-11
69,33803.0,12901.0,513,33,Female,Masters,Chicago,Salaried,0,2021-12-22
29,81107.0,35756.0,538,32,Male,PhD,San Francisco,Self-Employed,0,2018-03-30
55,38205.0,14124.0,479,14,Male,Bachelors,Houston,Unemployed,0,2023-02-20
18,60359.0,9774.0,718,1,Female,PhD,Chicago,Unemployed,0,2025-04-11
48,33691.0,10797.0,442,27,Female,Unknown,San Francisco,Self-Employed,0,2020-11-18
21,47719.0,11122.0,616,19,Male,High School,Chicago,Salaried,1,2024-08-18
66,73186.0,18107.0,543,37,Male,Masters,San Francisco,Unemployed,0,2020-04-11
62,37734.0,16255.0,531,15,Female,Masters,New York,Salaried,0,2024-05-28
67,83063.0,28197.0,602,3,Male,Bachelors,Chicago,Unemployed,0,2022-10-21
22,49921.0,27057.0,630,7,Male,Masters,New York,Salaried,1,2022-06-16
47,64636.0,18212.0,547,19,Male,PhD,Houston,Salaried,0,2026-01-04
41,56044.0,44827.0,579,25,Female,High School,New York,Unemployed,0,2019-11-08
20,56856.0,18106.0,586,31,Female,Bachelors,Houston,Unemployed,0,2024-02-07
28,28608.0,19172.0,331,12,Male,High School,Chicago,Salaried,0,2018-04-07
62,42907.0,9781.0,799,4,Male,PhD,Houston,Unemployed,0,2020-04-17
21,67940.0,19356.0,829,12,Female,PhD,New York,Self-Employed,1,2020-11-10
43,44835.0,22379.0,680,10,Female,Masters,Chicago,Unemployed,0,2024-11-23
44,52082.0,10526.0,362,36,Male,PhD,San Francisco,Salaried,0,2021-08-29
63,26789.0,16010.0,427,31,Female,Masters,Chicago,Unemployed,0,2021-09-01
60,41936.0,22616.0,827,17,Female,Bachelors,San Francisco,Unemployed,0,2020-04-01
44,66846.0,15801.0,462,28,Female,High School,New York,Salaried,0,2023-03-30
59,30761.0,14127.0,550,14,Female,Masters,Chicago,Unemployed,0,2019-06-10
68,60756.0,26257.0,594,19,Female,Masters,San Francisco,Salaried,0,2021-01-29
67,52667.0,9743.0,478,35,Male,Bachelors,New York,Salaried,0,2024-09-21
23,46461.0,11297.0,528,4,Male,PhD,Houston,Salaried,0,2020-06-03
32,45801.0,21419.0,693,39,Female,Unknown,San Francisco,Salaried,1,2018-01-04
47,42635.0,26769.0,695,36,Female,PhD,Houston,Self-Employed,1,2024-07-17
59,43970.0,22444.0,371,32,Female,Masters,Chicago,Self-Employed,0,2020-07-30
54,63946.0,18209.0,617,17,Female,PhD,San Francisco,Salaried,1,2023-02-05
